# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Sat Feb 15 11:02:28 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.5, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.00415 -0.56713 10.07188 0.8835000396 2.4447828755    0.798  1.713  3.7100  2.419    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.487 0.890 1.408 0.203
0.00415 -0.56713 10.07188 0.8835621476 2.4448001604    0.798  1.712  3.7104  2.421    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.489 0.892 1.408 0.205
0.00415 -0.56713 10.07188 0.8835678697 2.4448017528    0.798  1.712  3.7104  2.421    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.489 0.892 1.408 0.205
0.00415 -0.56713 10.07188 0.8835744858 2.4448035939    0.798  1.712  3.7104  2.421    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.489 0.892 1.408 0.205
0.00415 -0.56713 10.07188 0.8836348057 2.4448203779    0.798  1.712  3.7107  2.423    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.490 0.892 1.408 0.206
0.00415 -0.56713 10.07188 0.8836975098 2.4448378226    0.798  1.712  3.7110  2.424    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.491 0.893 1.407 0.207
0.00415 -0.56713 10.07188 0.8837590814 2.4448549494    0.798  1.712  3.7112  2.425    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.173e-03 0.490 0.892 1.406 0.207
0.00415 -0.56713 10.07188 0.8838184476 2.4448714602    0.798  1.712  3.7113  2.425    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.489 0.891 1.405 0.206
0.00415 -0.56713 10.07188 0.8838793039 2.4448883828    0.798  1.713  3.7113  2.424    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.487 0.889 1.403 0.204
0.00415 -0.56713 10.07188 0.8839403987 2.4449053689    0.798  1.714  3.7112  2.423    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.484 0.886 1.400 0.200
0.00415 -0.56713 10.07188 0.8840005398 2.4449220873    0.798  1.716  3.7111  2.421    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.480 0.882 1.397 0.196
0.00415 -0.56713 10.07188 0.8840068579 2.4449238435    0.798  1.716  3.7111  2.421    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.480 0.882 1.396 0.196
0.00415 -0.56713 10.07188 0.8840567470 2.4449377098    0.799  1.718  3.7109  2.418    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.475 0.877 1.392 0.191
0.00415 -0.56713 10.07188 0.8841137290 2.4449535452    0.799  1.720  3.7105  2.414    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.469 0.872 1.388 0.185
0.00415 -0.56713 10.07188 0.8841708302 2.4449694115    0.799  1.723  3.7101  2.410    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.462 0.865 1.382 0.177
0.00415 -0.56713 10.07188 0.8842251301 2.4449844972    0.799  1.727  3.7097  2.404    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.453 0.857 1.375 0.169
0.00415 -0.56713 10.07188 0.8842808008 2.4449999615    0.799  1.731  3.7091  2.398    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.443 0.848 1.367 0.158
0.00415 -0.56713 10.07188 0.8843364120 2.4450154070    0.799  1.735  3.7085  2.391    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.432 0.838 1.359 0.147
0.00415 -0.56713 10.07188 0.8843911886 2.4450306186    0.799  1.740  3.7080  2.385    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.421 0.828 1.350 0.136
0.00415 -0.56713 10.07188 0.8844456673 2.4450457452    0.799  1.742  3.7077  2.381    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.173e-03 0.415 0.822 1.345 0.130
0.00415 -0.56713 10.07188 0.8845022917 2.4450614654    0.799  1.750  3.7066  2.369    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.394 0.803 1.329 0.109
0.00415 -0.56713 10.07188 0.8845573068 2.4450767366    0.799  1.764  3.7048  2.348    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.360 0.772 1.302 0.074
0.00415 -0.56713 10.07188 0.8846130967 2.4450922206    0.799  1.783  3.7025  2.320    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.313 0.729 1.265 0.026
0.00415 -0.56713 10.07188 0.8846688867 2.4451077024    0.799  1.816  3.6986  2.271    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.230 0.654 1.200 -0.057
0.00415 -0.56713 10.07188 0.8847001195 2.4451163686    0.799  1.852  3.6945  2.219    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.141 0.573 1.129 -0.146
0.00415 -0.56713 10.07188 0.8847157359 2.4451207015    0.799  1.890  3.6902  2.164    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.046 0.486 1.054 -0.242
0.00415 -0.56713 10.07188 0.8847233057 2.4451228017    0.799  1.927  3.6860  2.110    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 -0.048 0.403 0.982 -0.334
0.00415 -0.56713 10.07188 0.8847268224 2.4451237773    0.799  1.963  3.6822  2.058    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 -0.138 0.323 0.913 -0.421
0.00415 -0.56713 10.07188 0.8847288489 2.4451243396    0.799  1.998  3.6785  2.009    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 -0.225 0.245 0.845 -0.507
0.00415 -0.56713 10.07188 0.8847301602 2.4451247034    0.799  2.034  3.6749  1.958    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 -0.315 0.164 0.775 -0.596
0.00415 -0.56713 10.07188 0.8847305179 2.4451248026    0.799  2.045  3.6737  1.942    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -8.87e-10      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.343 0.138 0.753 -0.624
0.00415 -0.56713 10.07188 0.8847308755 2.4451249018    0.799  2.061  3.6722  1.921    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -9.69e-10      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.382 0.103 0.722 -0.662
0.00415 -0.56713 10.07188 0.8847317696 2.4451251499    0.799  2.097  3.6688  1.871    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.471 0.022 0.652 -0.751
0.00415 -0.56713 10.07188 0.8847326040 2.4451253814    0.799  2.132  3.6654  1.822    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.560 -0.057 0.584 -0.838
0.00415 -0.56713 10.07188 0.8847334981 2.4451256294    0.799  2.154  3.6633  1.791    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.616 -0.107 0.541 -0.892
0.00415 -0.56713 10.07188 0.8847344518 2.4451258940    0.799  2.161  3.6626  1.781    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.634 -0.123 0.527 -0.909
0.00415 -0.56713 10.07188 0.8847368360 2.4451265555    0.799  2.154  3.6633  1.792    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1  -1.6e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.614 -0.106 0.542 -0.890
0.00415 -0.56713 10.07188 0.8847383261 2.4451269689    0.799  2.136  3.6651  1.817    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.569 -0.065 0.577 -0.846
0.00415 -0.56713 10.07188 0.8847418427 2.4451279445    0.798  2.132  3.6654  1.822    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.561 -0.058 0.583 -0.838
0.00415 -0.56713 10.07188 0.8847541809 2.4451313674    0.798  2.126  3.6660  1.829    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.546 -0.044 0.595 -0.824
0.00415 -0.56713 10.07188 0.8847855330 2.4451400647    0.796  2.148  3.6638  1.798    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.600 -0.093 0.553 -0.877
0.00415 -0.56713 10.07188 0.8848096728 2.4451467609    0.794  2.193  3.6594  1.735    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -2.04e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.712 -0.192 0.468 -0.985
0.00415 -0.56713 10.07188 0.8848318458 2.4451529110    0.792  2.241  3.6549  1.667    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -2.67e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.833 -0.296 0.379 -1.099
0.00415 -0.56713 10.07188 0.8848514557 2.4451583500    0.789  2.286  3.6507  1.604    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -3.43e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -0.945 -0.394 0.295 -1.205
0.00415 -0.56713 10.07188 0.8848683238 2.4451630282    0.786  2.329  3.6467  1.544    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -4.36e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -1.052 -0.484 0.217 -1.304
0.00415 -0.56713 10.07188 0.8848828673 2.4451670616    0.783  2.370  3.6429  1.485    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -5.49e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.682e-03 -1.155 -0.571 0.143 -1.400
0.00415 -0.56713 10.07188 0.8848956227 2.4451705990    0.779  2.411  3.6392  1.428    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -6.89e-09      0.00 7.302e-01 2.641e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 5.679e-03 -1.257 -0.656 0.072 -1.494
0.00415 -0.56713 10.07188 0.8849068284 2.4451737065    0.776  2.451  3.6355  1.371    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -8.63e-09      0.00 7.302e-01 2.641e-01 6.724e-04 2.477e-04 1.800e-03 -1.000 5.674e-03 -1.357 -0.739 0.004 -1.585
0.00415 -0.56713 10.07188 0.8849169016 2.4451764998    0.771  2.491  3.6319  1.314    7  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-08      0.00 7.302e-01 2.641e-01 6.720e-04 2.479e-04 1.800e-03 -1.000 5.666e-03 -1.456 -0.820 -0.064 -1.676
0.00415 -0.56713 10.07188 0.8849261999 2.4451790782    0.766  2.531  3.6283  1.257    7  0.000  0.497    11.07     8.20     5.71     4.45     3.60  3 -1.35e-08      0.00 7.302e-01 2.642e-01 6.710e-04 2.484e-04 1.800e-03 -1.000 5.630e-03 -1.557 -0.902 -0.130 -1.766
0.00415 -0.56713 10.07188 0.8849348426 2.4451814748    0.760  2.571  3.6240  1.196    7  0.000  0.495    12.56     9.13     6.33     4.94     4.00  3 -1.69e-08      0.00 7.302e-01 2.642e-01 6.686e-04 2.503e-04 1.800e-03 -1.000 5.586e-03 -1.657 -0.980 -0.190 -1.854
0.00415 -0.56713 10.07188 0.8849428892 2.4451837060    0.754  2.611  3.6173  1.125    7  0.000  0.492    14.56    10.35     7.13     5.58     4.52  2 -2.12e-08      0.00 7.302e-01 2.642e-01 6.644e-04 2.545e-04 1.800e-03 -1.000 5.582e-03 -1.757 -1.042 -0.225 -1.933
0.00415 -0.56713 10.07188 0.8849468827 2.4451848133    0.749  2.632  3.6140  1.089    7  0.000  0.490    15.71    11.04     7.59     5.94     4.81  2 -2.39e-08      0.00 7.302e-01 2.642e-01 6.614e-04 2.579e-04 1.800e-03 -1.000 5.582e-03 -1.809 -1.075 -0.244 -1.974
0.00415 -0.56713 10.07188 0.8849542737 2.4451868627    0.740  2.671  3.6090  1.024    7  0.000  0.486    17.97    12.37     8.46     6.63     5.37  2 -3.03e-08      0.00 7.302e-01 2.642e-01 6.555e-04 2.648e-04 1.800e-03 -1.000 5.572e-03 -1.908 -1.145 -0.292 -2.057
0.00415 -0.56713 10.07188 0.8849614859 2.4451888624    0.729  2.711  3.6053  0.962    7  0.000  0.481    20.41    13.78     9.37     7.36     5.97  2 -3.88e-08      0.00 7.302e-01 2.643e-01 6.499e-04 2.716e-04 1.800e-03 -1.000 5.534e-03 -2.008 -1.221 -0.349 -2.144
0.00415 -0.56713 10.07188 0.8849683404 2.4451907630    0.715  2.752  3.6015  0.899    7  0.000  0.478    23.28    15.39    10.41     8.20     6.65  2    -5e-08      0.00 7.302e-01 2.643e-01 6.448e-04 2.779e-04 1.800e-03 -1.000 5.492e-03 -2.110 -1.298 -0.406 -2.232
0.00415 -0.56713 10.07188 0.8849743605 2.4451924321    0.700  2.791  3.5978  0.835    7  0.000  0.474    26.51    17.17    11.55     9.12     7.39  1 -6.42e-08      0.00 7.302e-01 2.643e-01 6.404e-04 2.833e-04 1.800e-03 -1.000 5.482e-03 -2.208 -1.371 -0.457 -2.316
0.00415 -0.56713 10.07188 0.8849796057 2.4451938864    0.684  2.829  3.5942  0.773    7  0.000  0.472    30.11    19.09    12.77    10.11     8.19  1 -8.23e-08      0.00 7.302e-01 2.643e-01 6.368e-04 2.877e-04 1.800e-03 -1.000 5.482e-03 -2.302 -1.439 -0.504 -2.395
0.00415 -0.56713 10.07188 0.8849833012 2.4451949110    0.668  2.864  3.5909  0.715    7  0.000  0.470    33.94    21.09    14.04    11.14     9.03  1 -1.04e-07      0.00 7.302e-01 2.643e-01 6.339e-04 2.912e-04 1.800e-03 -1.000 5.480e-03 -2.390 -1.504 -0.549 -2.469
0.00415 -0.56713 10.07188 0.8849861026 2.4451956877    0.653  2.897  3.5879  0.660    7  0.000  0.468    38.01    23.16    15.34    12.20     9.89  1  -1.3e-07      0.00 7.301e-01 2.644e-01 6.314e-04 2.943e-04 1.800e-03 -1.000 5.475e-03 -2.473 -1.563 -0.589 -2.539
0.00415 -0.56713 10.07188 0.8849886656 2.4451963983    0.636  2.932  3.5849  0.601    7  0.000  0.466    42.85    25.55    16.85    13.43    10.89  1 -1.66e-07      0.00 7.301e-01 2.644e-01 6.290e-04 2.972e-04 1.800e-03 -1.000 5.474e-03 -2.560 -1.626 -0.632 -2.612
0.00415 -0.56713 10.07188 0.8849910498 2.4451970593    0.616  2.967  3.5824  0.542    7  0.000  0.464    48.43    28.24    18.52    14.80    12.00  1 -2.16e-07      0.00 7.301e-01 2.644e-01 6.270e-04 2.997e-04 1.800e-03 -1.000 5.480e-03 -2.649 -1.694 -0.681 -2.689
0.00415 -0.56713 10.07188 0.8849936128 2.4451977699    0.586  3.009  3.5818  0.477    7  0.000  0.463    55.26    31.37    20.45    16.40    13.29  0 -3.04e-07      0.00 7.301e-01 2.644e-01 6.252e-04 3.019e-04 1.800e-03 -1.000 5.482e-03 -2.752 -1.789 -0.768 -2.789
0.00415 -0.56713 10.07188 0.8849957585 2.4451983648    0.553  3.046  3.5876  0.437    7  0.000  0.462    59.63    33.18    21.55    17.34    14.05  0 -4.32e-07      0.00 7.301e-01 2.644e-01 6.238e-04 3.036e-04 1.800e-03 -1.000 5.481e-03 -2.845 -1.924 -0.930 -2.909
0.00415 -0.56713 10.07188 0.8849969506 2.4451986953    0.530  3.066  3.6012  0.453    7  0.000  0.462    57.27    31.91    20.75    16.70    13.53  0 -5.37e-07      0.00 7.301e-01 2.644e-01 6.232e-04 3.044e-04 1.800e-03 -1.000 5.482e-03 -2.895 -2.067 -1.141 -3.018
0.00415 -0.56713 10.07188 0.8849971890 2.4451987614    0.513  3.071  3.6125  0.479    7  0.000  0.462    53.79    30.17    19.65    15.83    12.81  0 -5.64e-07      0.00 7.301e-01 2.644e-01 6.230e-04 3.046e-04 1.800e-03 -1.000 5.482e-03 -2.908 -2.152 -1.276 -3.074
0.00415 -0.56713 10.07188 1.0183410645 2.4766753896    0.531 -9.999  3.6840  7.928    9  0.532  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.208e-01 2.750e-01 6.311e-04 3.522e-04 1.835e-03 -1.000 4.227e-03 29.767 30.203 30.823 29.438
#isochrone terminated
