g, c, u0
 6.50,1.07, 4.797447
 6.50,1.08, 4.689586
 6.50,1.09, 4.581811
 6.50,1.10, 4.474134
 6.50,1.11, 4.366565
 6.50,1.12, 4.259116
 6.50,1.13, 4.151797
 6.50,1.14, 4.044618
 6.50,1.15, 3.937592
 6.50,1.16, 3.830729
 6.50,1.17, 3.724039
 6.50,1.18, 3.617533
 6.50,1.19, 3.511223
 6.50,1.20, 3.405118
 6.50,1.21, 3.299020
 6.50,1.22, 3.191878
 6.50,1.23, 3.082663
 6.50,1.24, 2.971281
 6.50,1.25, 2.857780
 6.50,1.26, 2.741860
 6.50,1.27, 2.623510
 6.50,1.28, 2.504220
 6.50,1.29, 2.386086
 6.50,1.30, 2.272126
 6.50,1.31, 2.165459
 6.50,1.32, 2.068709
 6.50,1.33, 1.983980
 6.50,1.34, 1.911796
 6.50,1.35, 1.852147
 6.50,1.36, 1.804487
 6.50,1.37, 1.768152
 6.50,1.38, 1.742553
 6.50,1.39, 1.727147
 6.50,1.40, 1.721505
 6.50,1.41, 1.725295
 6.50,1.42, 1.738448
 6.50,1.43, 1.760644
 6.50,1.44, 1.790309
 6.50,1.45, 1.825503
 6.50,1.46, 1.864088
 6.50,1.47, 1.904392
 6.50,1.48, 1.946812
 6.50,1.49, 1.992264
 6.50,1.50, 2.041685
 6.50,1.51, 2.095857
 6.50,1.52, 2.154924
 6.50,1.53, 2.218877
 6.50,1.54, 2.287701
 6.50,1.55, 2.361386
 6.50,1.56, 2.439918
 6.50,1.57, 2.523147
 6.50,1.58, 2.610363
 6.50,1.59, 2.700717
 6.50,1.60, 2.793361
 6.50,1.61, 2.887480
 6.50,1.62, 2.982391
 6.50,1.63, 3.077447
 6.50,1.64, 3.172000
 6.50,1.65, 3.265663
 6.50,1.66, 3.359091
 6.50,1.67, 3.453201
 6.50,1.68, 3.548911
 6.50,1.69, 3.646853
 6.50,1.70, 3.746537
 6.50,1.71, 3.847188
 6.50,1.72, 3.948030
 6.50,1.73, 4.048423
 6.50,1.74, 4.148255
 6.50,1.75, 4.247546
 6.50,1.76, 4.346318
 6.50,1.77, 4.444591
 6.50,1.78, 4.542385
 6.50,1.79, 4.639722
 6.50,1.80, 4.736623
 6.50,1.81, 4.833107
 6.50,1.82, 4.929197
 6.50,1.83, 5.024912
 6.50,1.84, 5.120274
 6.50,1.85, 5.215304
 6.50,1.86, 5.310021
 6.50,1.87, 5.404448
 6.50,1.88, 5.498604
 6.50,1.89, 5.592511
 6.50,1.90, 5.686189
 6.50,1.91, 5.779659
 6.50,1.92, 5.872942
 6.50,1.93, 5.966059
 6.50,1.94, 6.059030
 6.50,1.95, 6.151876
 6.50,1.96, 6.244619
 6.50,1.97, 6.337278
 6.50,1.98, 6.429875
 6.50,1.99, 6.522431
 6.50,2.00, 6.614965
 6.52,1.00, 5.499227
 6.52,1.01, 5.392419
 6.52,1.02, 5.285624
 6.52,1.03, 5.178855
 6.52,1.04, 5.072125
 6.52,1.05, 4.965449
 6.52,1.06, 4.858838
 6.52,1.07, 4.752305
 6.52,1.08, 4.645865
 6.52,1.09, 4.539530
 6.52,1.10, 4.433312
 6.52,1.11, 4.327227
 6.52,1.12, 4.221286
 6.52,1.13, 4.115502
 6.52,1.14, 4.009890
 6.52,1.15, 3.904461
 6.52,1.16, 3.799230
 6.52,1.17, 3.694208
 6.52,1.18, 3.589410
 6.52,1.19, 3.484849
 6.52,1.20, 3.380537
 6.52,1.21, 3.276273
 6.52,1.22, 3.170987
 6.52,1.23, 3.063628
 6.52,1.24, 2.954075
 6.52,1.25, 2.842334
 6.52,1.26, 2.727965
 6.52,1.27, 2.610832
 6.52,1.28, 2.492448
 6.52,1.29, 2.374968
 6.52,1.30, 2.261463
 6.52,1.31, 2.155102
 6.52,1.32, 2.058514
 6.52,1.33, 1.973838
 6.52,1.34, 1.901782
 6.52,1.35, 1.842502
 6.52,1.36, 1.795378
 6.52,1.37, 1.759637
 6.52,1.38, 1.734648
 6.52,1.39, 1.719842
 6.52,1.40, 1.714759
 6.52,1.41, 1.719021
 6.52,1.42, 1.732463
 6.52,1.43, 1.754708
 6.52,1.44, 1.784313
 6.52,1.45, 1.819469
 6.52,1.46, 1.857968
 6.52,1.47, 1.898046
 6.52,1.48, 1.940108
 6.52,1.49, 1.985114
 6.52,1.50, 2.034084
 6.52,1.51, 2.087873
 6.52,1.52, 2.146631
 6.52,1.53, 2.210332
 6.52,1.54, 2.278948
 6.52,1.55, 2.352453
 6.52,1.56, 2.430821
 6.52,1.57, 2.513891
 6.52,1.58, 2.600973
 6.52,1.59, 2.691239
 6.52,1.60, 2.783867
 6.52,1.61, 2.878047
 6.52,1.62, 2.973044
 6.52,1.63, 3.068139
 6.52,1.64, 3.162614
 6.52,1.65, 3.256025
 6.52,1.66, 3.349024
 6.52,1.67, 3.442535
 6.52,1.68, 3.537486
 6.52,1.69, 3.634521
 6.52,1.70, 3.733164
 6.52,1.71, 3.832659
 6.52,1.72, 3.932250
 6.52,1.73, 4.031311
 6.52,1.74, 4.129735
 6.52,1.75, 4.227545
 6.52,1.76, 4.324767
 6.52,1.77, 4.421422
 6.52,1.78, 4.517535
 6.52,1.79, 4.613129
 6.52,1.80, 4.708228
 6.52,1.81, 4.802855
 6.52,1.82, 4.897034
 6.52,1.83, 4.990788
 6.52,1.84, 5.084142
 6.52,1.85, 5.177118
 6.52,1.86, 5.269741
 6.52,1.87, 5.362033
 6.52,1.88, 5.454019
 6.52,1.89, 5.545722
 6.52,1.90, 5.637165
 6.52,1.91, 5.728373
 6.52,1.92, 5.819369
 6.52,1.93, 5.910175
 6.52,1.94, 6.000817
 6.52,1.95, 6.091317
 6.52,1.96, 6.181699
 6.52,1.97, 6.271987
 6.52,1.98, 6.362204
 6.52,1.99, 6.452374
 6.52,2.00, 6.542521
 6.54,1.00, 5.450077
 6.54,1.01, 5.344408
 6.54,1.02, 5.238754
 6.54,1.03, 5.133131
 6.54,1.04, 5.027552
 6.54,1.05, 4.922035
 6.54,1.06, 4.816594
 6.54,1.07, 4.711244
 6.54,1.08, 4.606000
 6.54,1.09, 4.500878
 6.54,1.10, 4.395892
 6.54,1.11, 4.291059
 6.54,1.12, 4.186393
 6.54,1.13, 4.081908
 6.54,1.14, 3.977622
 6.54,1.15, 3.873548
 6.54,1.16, 3.769702
 6.54,1.17, 3.666099
 6.54,1.18, 3.562754
 6.54,1.19, 3.459683
 6.54,1.20, 3.356901
 6.54,1.21, 3.254204
 6.54,1.22, 3.150510
 6.54,1.23, 3.044750
 6.54,1.24, 2.936791
 6.54,1.25, 2.826604
 6.54,1.26, 2.713640
 6.54,1.27, 2.597662
 6.54,1.28, 2.480204
 6.54,1.29, 2.363467
 6.54,1.30, 2.250545
 6.54,1.31, 2.144612
 6.54,1.32, 2.048283
 6.54,1.33, 1.963714
 6.54,1.34, 1.891805
 6.54,1.35, 1.832888
 6.54,1.36, 1.786286
 6.54,1.37, 1.751125
 6.54,1.38, 1.726731
 6.54,1.39, 1.712514
 6.54,1.40, 1.707991
 6.54,1.41, 1.712749
 6.54,1.42, 1.726517
 6.54,1.43, 1.748847
 6.54,1.44, 1.778414
 6.54,1.45, 1.813536
 6.54,1.46, 1.851952
 6.54,1.47, 1.891826
 6.54,1.48, 1.933578
 6.54,1.49, 1.978216
 6.54,1.50, 2.026818
 6.54,1.51, 2.080292
 6.54,1.52, 2.138782
 6.54,1.53, 2.202247
 6.54,1.54, 2.270642
 6.54,1.55, 2.343925
 6.54,1.56, 2.422051
 6.54,1.57, 2.504854
 6.54,1.58, 2.591674
 6.54,1.59, 2.681729
 6.54,1.60, 2.774237
 6.54,1.61, 2.868410
 6.54,1.62, 2.963446
 6.54,1.63, 3.058540
 6.54,1.64, 3.152884
 6.54,1.65, 3.245960
 6.54,1.66, 3.338403
 6.54,1.67, 3.431137
 6.54,1.68, 3.525086
 6.54,1.69, 3.620899
 6.54,1.70, 3.718140
 6.54,1.71, 3.816099
 6.54,1.72, 3.914065
 6.54,1.73, 4.011451
 6.54,1.74, 4.108159
 6.54,1.75, 4.204215
 6.54,1.76, 4.299644
 6.54,1.77, 4.394471
 6.54,1.78, 4.488721
 6.54,1.79, 4.582418
 6.54,1.80, 4.675589
 6.54,1.81, 4.768258
 6.54,1.82, 4.860450
 6.54,1.83, 4.952190
 6.54,1.84, 5.043504
 6.54,1.85, 5.134417
 6.54,1.86, 5.224953
 6.54,1.87, 5.315137
 6.54,1.88, 5.404996
 6.54,1.89, 5.494553
 6.54,1.90, 5.583835
 6.54,1.91, 5.672866
 6.54,1.92, 5.761670
 6.54,1.93, 5.850274
 6.54,1.94, 5.938703
 6.54,1.95, 6.026981
 6.54,1.96, 6.115133
 6.54,1.97, 6.203185
 6.54,1.98, 6.291162
 6.54,1.99, 6.379089
 6.54,2.00, 6.466990
 6.56,1.00, 5.406525
 6.56,1.01, 5.301790
 6.56,1.02, 5.197072
 6.56,1.03, 5.092388
 6.56,1.04, 4.987753
 6.56,1.05, 4.883185
 6.56,1.06, 4.778701
 6.56,1.07, 4.674316
 6.56,1.08, 4.570048
 6.56,1.09, 4.465914
 6.56,1.10, 4.361930
 6.56,1.11, 4.258113
 6.56,1.12, 4.154479
 6.56,1.13, 4.051046
 6.56,1.14, 3.947829
 6.56,1.15, 3.844846
 6.56,1.16, 3.742114
 6.56,1.17, 3.639648
 6.56,1.18, 3.537465
 6.56,1.19, 3.435584
 6.56,1.20, 3.334019
 6.56,1.21, 3.232569
 6.56,1.22, 3.130152
 6.56,1.23, 3.025696
 6.56,1.24, 2.919068
 6.56,1.25, 2.810221
 6.56,1.26, 2.698522
 6.56,1.27, 2.583660
 6.56,1.28, 2.467185
 6.56,1.29, 2.351326
 6.56,1.30, 2.239160
 6.56,1.31, 2.133832
 6.56,1.32, 2.037910
 6.56,1.33, 1.953553
 6.56,1.34, 1.881849
 6.56,1.35, 1.823312
 6.56,1.36, 1.777231
 6.56,1.37, 1.742648
 6.56,1.38, 1.718855
 6.56,1.39, 1.705235
 6.56,1.40, 1.701290
 6.56,1.41, 1.706572
 6.56,1.42, 1.720698
 6.56,1.43, 1.743136
 6.56,1.44, 1.772668
 6.56,1.45, 1.807726
 6.56,1.46, 1.846025
 6.56,1.47, 1.885685
 6.56,1.48, 1.927160
 6.56,1.49, 1.971503
 6.56,1.50, 2.019831
 6.56,1.51, 2.073076
 6.56,1.52, 2.131372
 6.56,1.53, 2.194651
 6.56,1.54, 2.262849
 6.56,1.55, 2.335899
 6.56,1.56, 2.413734
 6.56,1.57, 2.496179
 6.56,1.58, 2.582621
 6.56,1.59, 2.672338
 6.56,1.60, 2.764606
 6.56,1.61, 2.858673
 6.56,1.62, 2.953661
 6.56,1.63, 3.048664
 6.56,1.64, 3.142775
 6.56,1.65, 3.235388
 6.56,1.66, 3.327109
 6.56,1.67, 3.418844
 6.56,1.68, 3.511500
 6.56,1.69, 3.605728
 6.56,1.70, 3.701152
 6.56,1.71, 3.797140
 6.56,1.72, 3.893058
 6.56,1.73, 3.988383
 6.56,1.74, 4.083032
 6.56,1.75, 4.177030
 6.56,1.76, 4.270400
 6.56,1.77, 4.363170
 6.56,1.78, 4.455362
 6.56,1.79, 4.547003
 6.56,1.80, 4.638118
 6.56,1.81, 4.728731
 6.56,1.82, 4.818868
 6.56,1.83, 4.908554
 6.56,1.84, 4.997814
 6.56,1.85, 5.086673
 6.56,1.86, 5.175155
 6.56,1.87, 5.263287
 6.56,1.88, 5.351093
 6.56,1.89, 5.438598
 6.56,1.90, 5.525827
 6.56,1.91, 5.612806
 6.56,1.92, 5.699559
 6.56,1.93, 5.786112
 6.56,1.94, 5.872489
 6.56,1.95, 5.958716
 6.56,1.96, 6.044817
 6.56,1.97, 6.130819
 6.56,1.98, 6.216745
 6.56,1.99, 6.302620
 6.56,2.00, 6.388471
 6.58,1.00, 5.368493
 6.58,1.01, 5.264511
 6.58,1.02, 5.160547
 6.58,1.03, 5.056618
 6.58,1.04, 4.952740
 6.58,1.05, 4.848932
 6.58,1.06, 4.745210
 6.58,1.07, 4.641591
 6.58,1.08, 4.538093
 6.58,1.09, 4.434734
 6.58,1.10, 4.331530
 6.58,1.11, 4.228499
 6.58,1.12, 4.125658
 6.58,1.13, 4.023024
 6.58,1.14, 3.920614
 6.58,1.15, 3.818447
 6.58,1.16, 3.716538
 6.58,1.17, 3.614906
 6.58,1.18, 3.513568
 6.58,1.19, 3.412541
 6.58,1.20, 3.311842
 6.58,1.21, 3.211273
 6.58,1.22, 3.109771
 6.58,1.23, 3.006287
 6.58,1.24, 2.900698
 6.58,1.25, 2.792957
 6.58,1.26, 2.682381
 6.58,1.27, 2.568610
 6.58,1.28, 2.453203
 6.58,1.29, 2.338395
 6.58,1.30, 2.227205
 6.58,1.31, 2.122706
 6.58,1.32, 2.027393
 6.58,1.33, 1.943399
 6.58,1.34, 1.871990
 6.58,1.35, 1.813864
 6.58,1.36, 1.768299
 6.58,1.37, 1.734290
 6.58,1.38, 1.711101
 6.58,1.39, 1.698093
 6.58,1.40, 1.694746
 6.58,1.41, 1.700571
 6.58,1.42, 1.715071
 6.58,1.43, 1.737622
 6.58,1.44, 1.767093
 6.58,1.45, 1.802023
 6.58,1.46, 1.840137
 6.58,1.47, 1.879551
 6.58,1.48, 1.920765
 6.58,1.49, 1.964883
 6.58,1.50, 2.013035
 6.58,1.51, 2.066153
 6.58,1.52, 2.124347
 6.58,1.53, 2.187518
 6.58,1.54, 2.255572
 6.58,1.55, 2.328411
 6.58,1.56, 2.405938
 6.58,1.57, 2.487965
 6.58,1.58, 2.573935
 6.58,1.59, 2.663197
 6.58,1.60, 2.755104
 6.58,1.61, 2.848943
 6.58,1.62, 2.943763
 6.58,1.63, 3.038551
 6.58,1.64, 3.132292
 6.58,1.65, 3.224288
 6.58,1.66, 3.315095
 6.58,1.67, 3.405585
 6.58,1.68, 3.496630
 6.58,1.69, 3.588869
 6.58,1.70, 3.682014
 6.58,1.71, 3.775547
 6.58,1.72, 3.868948
 6.58,1.73, 3.961788
 6.58,1.74, 4.054000
 6.58,1.75, 4.145607
 6.58,1.76, 4.236633
 6.58,1.77, 4.327101
 6.58,1.78, 4.417033
 6.58,1.79, 4.506455
 6.58,1.80, 4.595387
 6.58,1.81, 4.683855
 6.58,1.82, 4.771881
 6.58,1.83, 4.859488
 6.58,1.84, 4.946700
 6.58,1.85, 5.033540
 6.58,1.86, 5.120030
 6.58,1.87, 5.206196
 6.58,1.88, 5.292059
 6.58,1.89, 5.377642
 6.58,1.90, 5.462970
 6.58,1.91, 5.548066
 6.58,1.92, 5.632952
 6.58,1.93, 5.717652
 6.58,1.94, 5.802190
 6.58,1.95, 5.886587
 6.58,1.96, 5.970869
 6.58,1.97, 6.055057
 6.58,1.98, 6.139176
 6.58,1.99, 6.223248
 6.58,2.00, 6.307297
 6.60,1.00, 5.335837
 6.60,1.01, 5.232460
 6.60,1.02, 5.129100
 6.60,1.03, 5.025774
 6.60,1.04, 4.922497
 6.60,1.05, 4.819287
 6.60,1.06, 4.716160
 6.60,1.07, 4.613134
 6.60,1.08, 4.510224
 6.60,1.09, 4.407447
 6.60,1.10, 4.304820
 6.60,1.11, 4.202361
 6.60,1.12, 4.100084
 6.60,1.13, 3.998008
 6.60,1.14, 3.896148
 6.60,1.15, 3.794521
 6.60,1.16, 3.693145
 6.60,1.17, 3.592035
 6.60,1.18, 3.491209
 6.60,1.19, 3.390683
 6.60,1.20, 3.290474
 6.60,1.21, 3.190391
 6.60,1.22, 3.089410
 6.60,1.23, 2.986527
 6.60,1.24, 2.881650
 6.60,1.25, 2.774750
 6.60,1.26, 2.665130
 6.60,1.27, 2.552410
 6.60,1.28, 2.438152
 6.60,1.29, 2.324578
 6.60,1.30, 2.214608
 6.60,1.31, 2.111198
 6.60,1.32, 2.016734
 6.60,1.33, 1.933295
 6.60,1.34, 1.862305
 6.60,1.35, 1.804631
 6.60,1.36, 1.759581
 6.60,1.37, 1.726138
 6.60,1.38, 1.703553
 6.60,1.39, 1.691170
 6.60,1.40, 1.688435
 6.60,1.41, 1.694807
 6.60,1.42, 1.709674
 6.60,1.43, 1.732320
 6.60,1.44, 1.761683
 6.60,1.45, 1.796395
 6.60,1.46, 1.834229
 6.60,1.47, 1.873342
 6.60,1.48, 1.914294
 6.60,1.49, 1.958243
 6.60,1.50, 2.006311
 6.60,1.51, 2.059405
 6.60,1.52, 2.117597
 6.60,1.53, 2.180753
 6.60,1.54, 2.248737
 6.60,1.55, 2.321412
 6.60,1.56, 2.398643
 6.60,1.57, 2.480222
 6.60,1.58, 2.565652
 6.60,1.59, 2.654366
 6.60,1.60, 2.745795
 6.60,1.61, 2.839279
 6.60,1.62, 2.933792
 6.60,1.63, 3.028217
 6.60,1.64, 3.121435
 6.60,1.65, 3.212652
 6.60,1.66, 3.302357
 6.60,1.67, 3.391358
 6.60,1.68, 3.480467
 6.60,1.69, 3.570298
 6.60,1.70, 3.660681
 6.60,1.71, 3.751250
 6.60,1.72, 3.841639
 6.60,1.73, 3.931547
 6.60,1.74, 4.020930
 6.60,1.75, 4.109805
 6.60,1.76, 4.198193
 6.60,1.77, 4.286114
 6.60,1.78, 4.373587
 6.60,1.79, 4.460630
 6.60,1.80, 4.547265
 6.60,1.81, 4.633510
 6.60,1.82, 4.719385
 6.60,1.83, 4.804909
 6.60,1.84, 4.890102
 6.60,1.85, 4.974983
 6.60,1.86, 5.059571
 6.60,1.87, 5.143887
 6.60,1.88, 5.227950
 6.60,1.89, 5.311779
 6.60,1.90, 5.395393
 6.60,1.91, 5.478813
 6.60,1.92, 5.562057
 6.60,1.93, 5.645146
 6.60,1.94, 5.728098
 6.60,1.95, 5.810933
 6.60,1.96, 5.893670
 6.60,1.97, 5.976330
 6.60,1.98, 6.058932
 6.60,1.99, 6.141494
 6.60,2.00, 6.224037
 6.62,1.00, 5.308350
 6.62,1.01, 5.205452
 6.62,1.02, 5.102569
 6.62,1.03, 4.999716
 6.62,1.04, 4.896906
 6.62,1.05, 4.794156
 6.62,1.06, 4.691480
 6.62,1.07, 4.588892
 6.62,1.08, 4.486407
 6.62,1.09, 4.384041
 6.62,1.10, 4.281807
 6.62,1.11, 4.179721
 6.62,1.12, 4.077797
 6.62,1.13, 3.976051
 6.62,1.14, 3.874496
 6.62,1.15, 3.773148
 6.62,1.16, 3.672021
 6.62,1.17, 3.571130
 6.62,1.18, 3.470491
 6.62,1.19, 3.370117
 6.62,1.20, 3.270024
 6.62,1.21, 3.170031
 6.62,1.22, 3.069174
 6.62,1.23, 2.966514
 6.62,1.24, 2.862007
 6.62,1.25, 2.755661
 6.62,1.26, 2.646802
 6.62,1.27, 2.535066
 6.62,1.28, 2.422016
 6.62,1.29, 2.309842
 6.62,1.30, 2.201331
 6.62,1.31, 2.099276
 6.62,1.32, 2.005918
 6.62,1.33, 1.923250
 6.62,1.34, 1.852822
 6.62,1.35, 1.795659
 6.62,1.36, 1.751132
 6.62,1.37, 1.718252
 6.62,1.38, 1.696272
 6.62,1.39, 1.684520
 6.62,1.40, 1.682398
 6.62,1.41, 1.689302
 6.62,1.42, 1.704509
 6.62,1.43, 1.727217
 6.62,1.44, 1.756407
 6.62,1.45, 1.790795
 6.62,1.46, 1.828237
 6.62,1.47, 1.866976
 6.62,1.48, 1.907650
 6.62,1.49, 1.951468
 6.62,1.50, 1.999528
 6.62,1.51, 2.052690
 6.62,1.52, 2.110979
 6.62,1.53, 2.174213
 6.62,1.54, 2.242207
 6.62,1.55, 2.314780
 6.62,1.56, 2.391747
 6.62,1.57, 2.472875
 6.62,1.58, 2.557729
 6.62,1.59, 2.645825
 6.62,1.60, 2.736678
 6.62,1.61, 2.829682
 6.62,1.62, 2.923748
 6.62,1.63, 3.017665
 6.62,1.64, 3.110223
 6.62,1.65, 3.200532
 6.62,1.66, 3.288990
 6.62,1.67, 3.376315
 6.62,1.68, 3.463228
 6.62,1.69, 3.550298
 6.62,1.70, 3.637500
 6.62,1.71, 3.724660
 6.62,1.72, 3.811605
 6.62,1.73, 3.898190
 6.62,1.74, 3.984400
 6.62,1.75, 4.070247
 6.62,1.76, 4.155746
 6.62,1.77, 4.240911
 6.62,1.78, 4.325755
 6.62,1.79, 4.410293
 6.62,1.80, 4.494539
 6.62,1.81, 4.578506
 6.62,1.82, 4.662208
 6.62,1.83, 4.745660
 6.62,1.84, 4.828875
 6.62,1.85, 4.911867
 6.62,1.86, 4.994649
 6.62,1.87, 5.077238
 6.62,1.88, 5.159644
 6.62,1.89, 5.241884
 6.62,1.90, 5.323971
 6.62,1.91, 5.405918
 6.62,1.92, 5.487740
 6.62,1.93, 5.569450
 6.62,1.94, 5.651063
 6.62,1.95, 5.732593
 6.62,1.96, 5.814052
 6.62,1.97, 5.895457
 6.62,1.98, 5.976819
 6.62,1.99, 6.058153
 6.62,2.00, 6.139474
 6.64,1.00, 5.285761
 6.64,1.01, 5.183236
 6.64,1.02, 5.080723
 6.64,1.03, 4.978233
 6.64,1.04, 4.875778
 6.64,1.05, 4.773369
 6.64,1.06, 4.671018
 6.64,1.07, 4.568737
 6.64,1.08, 4.466537
 6.64,1.09, 4.364429
 6.64,1.10, 4.262426
 6.64,1.11, 4.160539
 6.64,1.12, 4.058779
 6.64,1.13, 3.957159
 6.64,1.14, 3.855689
 6.64,1.15, 3.754381
 6.64,1.16, 3.653248
 6.64,1.17, 3.552299
 6.64,1.18, 3.451548
 6.64,1.19, 3.351006
 6.64,1.20, 3.250685
 6.64,1.21, 3.150416
 6.64,1.22, 3.049311
 6.64,1.23, 2.946517
 6.64,1.24, 2.842045
 6.64,1.25, 2.735955
 6.64,1.26, 2.627635
 6.64,1.27, 2.516775
 6.64,1.28, 2.404941
 6.64,1.29, 2.294286
 6.64,1.30, 2.187427
 6.64,1.31, 2.086959
 6.64,1.32, 1.994947
 6.64,1.33, 1.913263
 6.64,1.34, 1.843551
 6.64,1.35, 1.786973
 6.64,1.36, 1.742987
 6.64,1.37, 1.710675
 6.64,1.38, 1.689297
 6.64,1.39, 1.678172
 6.64,1.40, 1.676648
 6.64,1.41, 1.684050
 6.64,1.42, 1.699554
 6.64,1.43, 1.722277
 6.64,1.44, 1.751224
 6.64,1.45, 1.785173
 6.64,1.46, 1.822104
 6.64,1.47, 1.860386
 6.64,1.48, 1.900746
 6.64,1.49, 1.944449
 6.64,1.50, 1.992552
 6.64,1.51, 2.045853
 6.64,1.52, 2.104322
 6.64,1.53, 2.167719
 6.64,1.54, 2.235807
 6.64,1.55, 2.308347
 6.64,1.56, 2.385102
 6.64,1.57, 2.465804
 6.64,1.58, 2.550079
 6.64,1.59, 2.637521
 6.64,1.60, 2.727726
 6.64,1.61, 2.820144
 6.64,1.62, 2.913639
 6.64,1.63, 3.006926
 6.64,1.64, 3.098722
 6.64,1.65, 3.188058
 6.64,1.66, 3.275218
 6.64,1.67, 3.360799
 6.64,1.68, 3.445400
 6.64,1.69, 3.529527
 6.64,1.70, 3.613316
 6.64,1.71, 3.696813
 6.64,1.72, 3.780060
 6.64,1.73, 3.863097
 6.64,1.74, 3.945937
 6.64,1.75, 4.028588
 6.64,1.76, 4.111056
 6.64,1.77, 4.193350
 6.64,1.78, 4.275476
 6.64,1.79, 4.357441
 6.64,1.80, 4.439253
 6.64,1.81, 4.520920
 6.64,1.82, 4.602447
 6.64,1.83, 4.683844
 6.64,1.84, 4.765117
 6.64,1.85, 4.846273
 6.64,1.86, 4.927319
 6.64,1.87, 5.008264
 6.64,1.88, 5.089114
 6.64,1.89, 5.169876
 6.64,1.90, 5.250558
 6.64,1.91, 5.331168
 6.64,1.92, 5.411712
 6.64,1.93, 5.492197
 6.64,1.94, 5.572631
 6.64,1.95, 5.653022
 6.64,1.96, 5.733376
 6.64,1.97, 5.813701
 6.64,1.98, 5.894004
 6.64,1.99, 5.974292
 6.64,2.00, 6.054573
 6.66,1.00, 5.267743
 6.66,1.01, 5.165489
 6.66,1.02, 5.063244
 6.66,1.03, 4.961013
 6.66,1.04, 4.858804
 6.66,1.05, 4.756625
 6.66,1.06, 4.654484
 6.66,1.07, 4.552387
 6.66,1.08, 4.450342
 6.66,1.09, 4.348357
 6.66,1.10, 4.246438
 6.66,1.11, 4.144595
 6.66,1.12, 4.042833
 6.66,1.13, 3.941160
 6.66,1.14, 3.839584
 6.66,1.15, 3.738113
 6.66,1.16, 3.636753
 6.66,1.17, 3.535512
 6.66,1.18, 3.434398
 6.66,1.19, 3.333418
 6.66,1.20, 3.232580
 6.66,1.21, 3.131731
 6.66,1.22, 3.030070
 6.66,1.23, 2.926840
 6.66,1.24, 2.822113
 6.66,1.25, 2.716004
 6.66,1.26, 2.608001
 6.66,1.27, 2.497880
 6.66,1.28, 2.387222
 6.66,1.29, 2.278136
 6.66,1.30, 2.173049
 6.66,1.31, 2.074337
 6.66,1.32, 1.983861
 6.66,1.33, 1.903345
 6.66,1.34, 1.834493
 6.66,1.35, 1.778575
 6.66,1.36, 1.735161
 6.66,1.37, 1.703422
 6.66,1.38, 1.682640
 6.66,1.39, 1.672126
 6.66,1.40, 1.671169
 6.66,1.41, 1.679020
 6.66,1.42, 1.694767
 6.66,1.43, 1.717453
 6.66,1.44, 1.746084
 6.66,1.45, 1.779485
 6.66,1.46, 1.815790
 6.66,1.47, 1.853530
 6.66,1.48, 1.893531
 6.66,1.49, 1.937113
 6.66,1.50, 1.985285
 6.66,1.51, 2.038773
 6.66,1.52, 2.097483
 6.66,1.53, 2.161117
 6.66,1.54, 2.229374
 6.66,1.55, 2.301957
 6.66,1.56, 2.378567
 6.66,1.57, 2.458897
 6.66,1.58, 2.542622
 6.66,1.59, 2.629407
 6.66,1.60, 2.718920
 6.66,1.61, 2.810661
 6.66,1.62, 2.903472
 6.66,1.63, 2.996026
 6.66,1.64, 3.086998
 6.66,1.65, 3.175360
 6.66,1.66, 3.261268
 6.66,1.67, 3.345173
 6.66,1.68, 3.427529
 6.66,1.69, 3.508756
 6.66,1.70, 3.589158
 6.66,1.71, 3.669002
 6.66,1.72, 3.748559
 6.66,1.73, 3.828056
 6.66,1.74, 3.907537
 6.66,1.75, 3.987002
 6.66,1.76, 4.066453
 6.66,1.77, 4.145890
 6.66,1.78, 4.225314
 6.66,1.79, 4.304725
 6.66,1.80, 4.384124
 6.66,1.81, 4.463511
 6.66,1.82, 4.542887
 6.66,1.83, 4.622253
 6.66,1.84, 4.701608
 6.66,1.85, 4.780955
 6.66,1.86, 4.860293
 6.66,1.87, 4.939622
 6.66,1.88, 5.018944
 6.66,1.89, 5.098259
 6.66,1.90, 5.177568
 6.66,1.91, 5.256871
 6.66,1.92, 5.336169
 6.66,1.93, 5.415462
 6.66,1.94, 5.494751
 6.66,1.95, 5.574036
 6.66,1.96, 5.653319
 6.66,1.97, 5.732599
 6.66,1.98, 5.811878
 6.66,1.99, 5.891155
 6.66,2.00, 5.970432
 6.68,1.00, 5.253925
 6.68,1.01, 5.151824
 6.68,1.02, 5.049727
 6.68,1.03, 4.947635
 6.68,1.04, 4.845551
 6.68,1.05, 4.743479
 6.68,1.06, 4.641421
 6.68,1.07, 4.539380
 6.68,1.08, 4.437359
 6.68,1.09, 4.335361
 6.68,1.10, 4.233388
 6.68,1.11, 4.131443
 6.68,1.12, 4.029530
 6.68,1.13, 3.927651
 6.68,1.14, 3.825809
 6.68,1.15, 3.724006
 6.68,1.16, 3.622246
 6.68,1.17, 3.520532
 6.68,1.18, 3.418866
 6.68,1.19, 3.317251
 6.68,1.20, 3.215690
 6.68,1.21, 3.114047
 6.68,1.22, 3.011618
 6.68,1.23, 2.907752
 6.68,1.24, 2.802567
 6.68,1.25, 2.696233
 6.68,1.26, 2.588359
 6.68,1.27, 2.478842
 6.68,1.28, 2.369281
 6.68,1.29, 2.261741
