g, c, u0
 6.30,1.85, 5.578511
 6.30,1.86, 5.689960
 6.30,1.87, 5.801708
 6.30,1.88, 5.913732
 6.30,1.89, 6.026013
 6.30,1.90, 6.138527
 6.30,1.91, 6.251255
 6.30,1.92, 6.364175
 6.30,1.93, 6.477266
 6.30,1.94, 6.590505
 6.30,1.95, 6.703873
 6.30,1.96, 6.817347
 6.30,1.97, 6.930906
 6.30,1.98, 7.044530
 6.30,1.99, 7.158196
 6.30,2.00, 7.271883
 6.32,1.00, 6.282713
 6.32,1.01, 6.150277
 6.32,1.02, 6.017861
 6.32,1.03, 5.885486
 6.32,1.04, 5.753172
 6.32,1.05, 5.620939
 6.32,1.06, 5.488808
 6.32,1.07, 5.356798
 6.32,1.08, 5.224931
 6.32,1.09, 5.093225
 6.32,1.10, 4.961703
 6.32,1.11, 4.830383
 6.32,1.12, 4.699287
 6.32,1.13, 4.568434
 6.32,1.14, 4.437845
 6.32,1.15, 4.307541
 6.32,1.16, 4.177541
 6.32,1.17, 4.047865
 6.32,1.18, 3.918535
 6.32,1.19, 3.789570
 6.32,1.20, 3.660989
 6.32,1.21, 3.532710
 6.32,1.22, 3.404234
 6.32,1.23, 3.275123
 6.32,1.24, 3.145585
 6.32,1.25, 3.016040
 6.32,1.26, 2.887119
 6.32,1.27, 2.759623
 6.32,1.28, 2.634811
 6.32,1.29, 2.514129
 6.32,1.30, 2.399331
 6.32,1.31, 2.292215
 6.32,1.32, 2.194480
 6.32,1.33, 2.107463
 6.32,1.34, 2.031162
 6.32,1.35, 1.965351
 6.32,1.36, 1.910253
 6.32,1.37, 1.866023
 6.32,1.38, 1.832082
 6.32,1.39, 1.807962
 6.32,1.40, 1.794374
 6.32,1.41, 1.792172
 6.32,1.42, 1.801595
 6.32,1.43, 1.822194
 6.32,1.44, 1.851398
 6.32,1.45, 1.886435
 6.32,1.46, 1.925872
 6.32,1.47, 1.968845
 6.32,1.48, 2.015428
 6.32,1.49, 2.065857
 6.32,1.50, 2.120086
 6.32,1.51, 2.178057
 6.32,1.52, 2.239978
 6.32,1.53, 2.306124
 6.32,1.54, 2.376767
 6.32,1.55, 2.452181
 6.32,1.56, 2.532640
 6.32,1.57, 2.618264
 6.32,1.58, 2.708567
 6.32,1.59, 2.802906
 6.32,1.60, 2.900643
 6.32,1.61, 3.001065
 6.32,1.62, 3.103183
 6.32,1.63, 3.205937
 6.32,1.64, 3.308265
 6.32,1.65, 3.409395
 6.32,1.66, 3.509709
 6.32,1.67, 3.609875
 6.32,1.68, 3.710562
 6.32,1.69, 3.812302
 6.32,1.70, 3.915076
 6.32,1.71, 4.018726
 6.32,1.72, 4.123095
 6.32,1.73, 4.228049
 6.32,1.74, 4.333546
 6.32,1.75, 4.439564
 6.32,1.76, 4.546085
 6.32,1.77, 4.653088
 6.32,1.78, 4.760553
 6.32,1.79, 4.868459
 6.32,1.80, 4.976787
 6.32,1.81, 5.085517
 6.32,1.82, 5.194628
 6.32,1.83, 5.304101
 6.32,1.84, 5.413916
 6.32,1.85, 5.524051
 6.32,1.86, 5.634488
 6.32,1.87, 5.745206
 6.32,1.88, 5.856185
 6.32,1.89, 5.967405
 6.32,1.90, 6.078846
 6.32,1.91, 6.190488
 6.32,1.92, 6.302310
 6.32,1.93, 6.414293
 6.32,1.94, 6.526417
 6.32,1.95, 6.638661
 6.32,1.96, 6.751006
 6.32,1.97, 6.863431
 6.32,1.98, 6.975916
 6.32,1.99, 7.088441
 6.32,2.00, 7.200987
 6.34,1.00, 6.183100
 6.34,1.01, 6.054064
 6.34,1.02, 5.925047
 6.34,1.03, 5.796068
 6.34,1.04, 5.667146
 6.34,1.05, 5.538301
 6.34,1.06, 5.409551
 6.34,1.07, 5.280915
 6.34,1.08, 5.152413
 6.34,1.09, 5.024063
 6.34,1.10, 4.895884
 6.34,1.11, 4.767896
 6.34,1.12, 4.640118
 6.34,1.13, 4.512568
 6.34,1.14, 4.385266
 6.34,1.15, 4.258231
 6.34,1.16, 4.131482
 6.34,1.17, 4.005038
 6.34,1.18, 3.878917
 6.34,1.19, 3.753140
 6.34,1.20, 3.627723
 6.34,1.21, 3.502553
 6.34,1.22, 3.376975
 6.34,1.23, 3.250387
 6.34,1.24, 3.122926
 6.34,1.25, 2.994984
 6.34,1.26, 2.867219
 6.34,1.27, 2.740474
 6.34,1.28, 2.616053
 6.34,1.29, 2.495464
 6.34,1.30, 2.380581
 6.34,1.31, 2.273351
 6.34,1.32, 2.175652
 6.34,1.33, 2.088972
 6.34,1.34, 2.013296
 6.34,1.35, 1.948344
 6.34,1.36, 1.894260
 6.34,1.37, 1.851136
 6.34,1.38, 1.818414
 6.34,1.39, 1.795631
 6.34,1.40, 1.783342
 6.34,1.41, 1.782237
 6.34,1.42, 1.792541
 6.34,1.43, 1.813831
 6.34,1.44, 1.843562
 6.34,1.45, 1.878972
 6.34,1.46, 1.918565
 6.34,1.47, 1.961415
 6.34,1.48, 2.007628
 6.34,1.49, 2.057503
 6.34,1.50, 2.111077
 6.34,1.51, 2.168365
 6.34,1.52, 2.229578
 6.34,1.53, 2.294973
 6.34,1.54, 2.364807
 6.34,1.55, 2.439337
 6.34,1.56, 2.518821
 6.34,1.57, 2.603357
 6.34,1.58, 2.692409
 6.34,1.59, 2.785279
 6.34,1.60, 2.881272
 6.34,1.61, 2.979657
 6.34,1.62, 3.079560
 6.34,1.63, 3.180075
 6.34,1.64, 3.280294
 6.34,1.65, 3.379572
 6.34,1.66, 3.478318
 6.34,1.67, 3.577206
 6.34,1.68, 3.676910
 6.34,1.69, 3.777946
 6.34,1.70, 3.880219
 6.34,1.71, 3.983478
 6.34,1.72, 4.087469
 6.34,1.73, 4.191983
 6.34,1.74, 4.296961
 6.34,1.75, 4.402388
 6.34,1.76, 4.508245
 6.34,1.77, 4.614516
 6.34,1.78, 4.721184
 6.34,1.79, 4.828230
 6.34,1.80, 4.935638
 6.34,1.81, 5.043391
 6.34,1.82, 5.151471
 6.34,1.83, 5.259862
 6.34,1.84, 5.368545
 6.34,1.85, 5.477504
 6.34,1.86, 5.586722
 6.34,1.87, 5.696181
 6.34,1.88, 5.805863
 6.34,1.89, 5.915753
 6.34,1.90, 6.025832
 6.34,1.91, 6.136084
 6.34,1.92, 6.246490
 6.34,1.93, 6.357035
 6.34,1.94, 6.467700
 6.34,1.95, 6.578468
 6.34,1.96, 6.689323
 6.34,1.97, 6.800246
 6.34,1.98, 6.911221
 6.34,1.99, 7.022231
 6.34,2.00, 7.133258
 6.36,1.00, 6.087503
 6.36,1.01, 5.961875
 6.36,1.02, 5.836264
 6.36,1.03, 5.710685
 6.36,1.04, 5.585156
 6.36,1.05, 5.459693
 6.36,1.06, 5.334312
 6.36,1.07, 5.209029
 6.36,1.08, 5.083862
 6.36,1.09, 4.958825
 6.36,1.10, 4.833937
 6.36,1.11, 4.709213
 6.36,1.12, 4.584670
 6.36,1.13, 4.460324
 6.36,1.14, 4.336191
 6.36,1.15, 4.212288
 6.36,1.16, 4.088632
 6.36,1.17, 3.965239
 6.36,1.18, 3.842125
 6.36,1.19, 3.719307
 6.36,1.20, 3.596801
 6.36,1.21, 3.474464
 6.36,1.22, 3.351520
 6.36,1.23, 3.227240
 6.36,1.24, 3.101712
 6.36,1.25, 2.975302
 6.36,1.26, 2.848656
 6.36,1.27, 2.722616
 6.36,1.28, 2.598529
 6.36,1.29, 2.477979
 6.36,1.30, 2.362987
 6.36,1.31, 2.255666
 6.36,1.32, 2.158058
 6.36,1.33, 2.071768
 6.36,1.34, 1.996762
 6.36,1.35, 1.932690
 6.36,1.36, 1.879613
 6.36,1.37, 1.837555
 6.36,1.38, 1.805987
 6.36,1.39, 1.784455
 6.36,1.40, 1.773348
 6.36,1.41, 1.773189
 6.36,1.42, 1.784195
 6.36,1.43, 1.805977
 6.36,1.44, 1.836050
 6.36,1.45, 1.871689
 6.36,1.46, 1.911326
 6.36,1.47, 1.953967
 6.36,1.48, 1.999770
 6.36,1.49, 2.049119
 6.36,1.50, 2.102142
 6.36,1.51, 2.158930
 6.36,1.52, 2.219683
 6.36,1.53, 2.284624
 6.36,1.54, 2.353980
 6.36,1.55, 2.427975
 6.36,1.56, 2.506835
 6.36,1.57, 2.590624
 6.36,1.58, 2.678766
 6.36,1.59, 2.770523
 6.36,1.60, 2.865158
 6.36,1.61, 2.961926
 6.36,1.62, 3.060052
 6.36,1.63, 3.158754
 6.36,1.64, 3.257251
 6.36,1.65, 3.355005
 6.36,1.66, 3.452462
 6.36,1.67, 3.550316
 6.36,1.68, 3.649259
 6.36,1.69, 3.749808
 6.36,1.70, 3.851786
 6.36,1.71, 3.954840
 6.36,1.72, 4.058616
 6.36,1.73, 4.162820
 6.36,1.74, 4.267381
 6.36,1.75, 4.372285
 6.36,1.76, 4.477521
 6.36,1.77, 4.583075
 6.36,1.78, 4.688932
 6.36,1.79, 4.795081
 6.36,1.80, 4.901507
 6.36,1.81, 5.008198
 6.36,1.82, 5.115141
 6.36,1.83, 5.222322
 6.36,1.84, 5.329727
 6.36,1.85, 5.437345
 6.36,1.86, 5.545161
 6.36,1.87, 5.653162
 6.36,1.88, 5.761335
 6.36,1.89, 5.869666
 6.36,1.90, 5.978144
 6.36,1.91, 6.086754
 6.36,1.92, 6.195483
 6.36,1.93, 6.304317
 6.36,1.94, 6.413245
 6.36,1.95, 6.522251
 6.36,1.96, 6.631324
 6.36,1.97, 6.740450
 6.36,1.98, 6.849615
 6.36,1.99, 6.958807
 6.36,2.00, 7.068012
 6.38,1.00, 5.996277
 6.38,1.01, 5.873967
 6.38,1.02, 5.751670
 6.38,1.03, 5.629399
 6.38,1.04, 5.507167
 6.38,1.05, 5.384989
 6.38,1.06, 5.262876
 6.38,1.07, 5.140842
 6.38,1.08, 5.018900
 6.38,1.09, 4.897064
 6.38,1.10, 4.775346
 6.38,1.11, 4.653760
 6.38,1.12, 4.532318
 6.38,1.13, 4.411035
 6.38,1.14, 4.289922
 6.38,1.15, 4.168994
 6.38,1.16, 4.048264
 6.38,1.17, 3.927744
 6.38,1.18, 3.807448
 6.38,1.19, 3.687389
 6.38,1.20, 3.567580
 6.38,1.21, 3.447858
 6.38,1.22, 3.327355
 6.38,1.23, 3.205249
 6.38,1.24, 3.081598
 6.38,1.25, 2.956741
 6.38,1.26, 2.831270
 6.38,1.27, 2.705982
 6.38,1.28, 2.582263
 6.38,1.29, 2.461775
 6.38,1.30, 2.346703
 6.38,1.31, 2.239337
 6.38,1.32, 2.141856
 6.38,1.33, 2.055968
 6.38,1.34, 1.981618
 6.38,1.35, 1.918403
 6.38,1.36, 1.866295
 6.38,1.37, 1.825246
 6.38,1.38, 1.794753
 6.38,1.39, 1.774369
 6.38,1.40, 1.764320
 6.38,1.41, 1.764962
 6.38,1.42, 1.776500
 6.38,1.43, 1.798588
 6.38,1.44, 1.828828
 6.38,1.45, 1.864562
 6.38,1.46, 1.904143
 6.38,1.47, 1.946499
 6.38,1.48, 1.991850
 6.38,1.49, 2.040678
 6.38,1.50, 2.093215
 6.38,1.51, 2.149629
 6.38,1.52, 2.210101
 6.38,1.53, 2.274812
 6.38,1.54, 2.343947
 6.38,1.55, 2.417686
 6.38,1.56, 2.496212
 6.38,1.57, 2.579549
 6.38,1.58, 2.667089
 6.38,1.59, 2.758065
 6.38,1.60, 2.851710
 6.38,1.61, 2.947270
 6.38,1.62, 3.044046
 6.38,1.63, 3.141352
 6.38,1.64, 3.238502
 6.38,1.65, 3.335043
 6.38,1.66, 3.431465
 6.38,1.67, 3.528490
 6.38,1.68, 3.626840
 6.38,1.69, 3.727043
 6.38,1.70, 3.828841
 6.38,1.71, 3.931781
 6.38,1.72, 4.035412
 6.38,1.73, 4.139354
 6.38,1.74, 4.243524
 6.38,1.75, 4.347915
 6.38,1.76, 4.452518
 6.38,1.77, 4.557323
 6.38,1.78, 4.662324
 6.38,1.79, 4.767511
 6.38,1.80, 4.872876
 6.38,1.81, 4.978410
 6.38,1.82, 5.084106
 6.38,1.83, 5.189954
 6.38,1.84, 5.295945
 6.38,1.85, 5.402073
 6.38,1.86, 5.508327
 6.38,1.87, 5.614700
 6.38,1.88, 5.721183
 6.38,1.89, 5.827768
 6.38,1.90, 5.934446
 6.38,1.91, 6.041208
 6.38,1.92, 6.148047
 6.38,1.93, 6.254954
 6.38,1.94, 6.361920
 6.38,1.95, 6.468937
 6.38,1.96, 6.575996
 6.38,1.97, 6.683089
 6.38,1.98, 6.790207
 6.38,1.99, 6.897343
 6.38,2.00, 7.004486
 6.40,1.00, 5.909717
 6.40,1.01, 5.790533
 6.40,1.02, 5.671359
 6.40,1.03, 5.552205
 6.40,1.04, 5.433081
 6.40,1.05, 5.313998
 6.40,1.06, 5.194965
 6.40,1.07, 5.075992
 6.40,1.08, 4.957090
 6.40,1.09, 4.838268
 6.40,1.10, 4.719536
 6.40,1.11, 4.600906
 6.40,1.12, 4.482385
 6.40,1.13, 4.363986
 6.40,1.14, 4.245717
 6.40,1.15, 4.127590
 6.40,1.16, 4.009613
 6.40,1.17, 3.891797
 6.40,1.18, 3.774152
 6.40,1.19, 3.656688
 6.40,1.20, 3.539415
 6.40,1.21, 3.422155
 6.40,1.22, 3.303979
 6.40,1.23, 3.183999
 6.40,1.24, 3.062250
 6.40,1.25, 2.939045
 6.40,1.26, 2.814875
 6.40,1.27, 2.690457
 6.40,1.28, 2.567203
 6.40,1.29, 2.446853
 6.40,1.30, 2.331764
 6.40,1.31, 2.224402
 6.40,1.32, 2.127064
 6.40,1.33, 2.041542
 6.40,1.34, 1.967789
 6.40,1.35, 1.905374
 6.40,1.36, 1.854180
 6.40,1.37, 1.814077
 6.40,1.38, 1.784580
 6.40,1.39, 1.765244
 6.40,1.40, 1.756136
 6.40,1.41, 1.757453
 6.40,1.42, 1.769384
 6.40,1.43, 1.791623
 6.40,1.44, 1.821886
 6.40,1.45, 1.857605
 6.40,1.46, 1.897051
 6.40,1.47, 1.939065
 6.40,1.48, 1.983929
 6.40,1.49, 2.032223
 6.40,1.50, 2.084290
 6.40,1.51, 2.140390
 6.40,1.52, 2.200680
 6.40,1.53, 2.265297
 6.40,1.54, 2.334376
 6.40,1.55, 2.408052
 6.40,1.56, 2.486460
 6.40,1.57, 2.569581
 6.40,1.58, 2.656782
 6.40,1.59, 2.747272
 6.40,1.60, 2.840263
 6.40,1.61, 2.934994
 6.40,1.62, 3.030819
 6.40,1.63, 3.127118
 6.40,1.64, 3.223271
 6.40,1.65, 3.318889
 6.40,1.66, 3.414501
 6.40,1.67, 3.510867
 6.40,1.68, 3.608747
 6.40,1.69, 3.708680
 6.40,1.70, 3.810341
 6.40,1.71, 3.913185
 6.40,1.72, 4.016664
 6.40,1.73, 4.120326
 6.40,1.74, 4.224076
 6.40,1.75, 4.327911
 6.40,1.76, 4.431828
 6.40,1.77, 4.535824
 6.40,1.78, 4.639895
 6.40,1.79, 4.744037
 6.40,1.80, 4.848249
 6.40,1.81, 4.952526
 6.40,1.82, 5.056865
 6.40,1.83, 5.161263
 6.40,1.84, 5.265716
 6.40,1.85, 5.370222
 6.40,1.86, 5.474777
 6.40,1.87, 5.579378
 6.40,1.88, 5.684021
 6.40,1.89, 5.788704
 6.40,1.90, 5.893422
 6.40,1.91, 5.998173
 6.40,1.92, 6.102954
 6.40,1.93, 6.207761
 6.40,1.94, 6.312591
 6.40,1.95, 6.417440
 6.40,1.96, 6.522306
 6.40,1.97, 6.627185
 6.40,1.98, 6.732074
 6.40,1.99, 6.836969
 6.40,2.00, 6.941867
 6.42,1.00, 5.828061
 6.42,1.01, 5.711729
 6.42,1.02, 5.595405
 6.42,1.03, 5.479096
 6.42,1.04, 5.362811
 6.42,1.05, 5.246557
 6.42,1.06, 5.130342
 6.42,1.07, 5.014173
 6.42,1.08, 4.898059
 6.42,1.09, 4.782008
 6.42,1.10, 4.666026
 6.42,1.11, 4.550123
 6.42,1.12, 4.434306
 6.42,1.13, 4.318581
 6.42,1.14, 4.202958
 6.42,1.15, 4.087445
 6.42,1.16, 3.972048
 6.42,1.17, 3.856776
 6.42,1.18, 3.741637
 6.42,1.19, 3.626637
 6.42,1.20, 3.511786
 6.42,1.21, 3.396896
 6.42,1.22, 3.280996
 6.42,1.23, 3.163156
 6.42,1.24, 3.043392
 6.42,1.25, 2.921977
 6.42,1.26, 2.799272
 6.42,1.27, 2.675874
 6.42,1.28, 2.553215
 6.42,1.29, 2.433112
 6.42,1.30, 2.318088
 6.42,1.31, 2.210778
 6.42,1.32, 2.113579
 6.42,1.33, 2.028359
 6.42,1.34, 1.955113
 6.42,1.35, 1.893422
 6.42,1.36, 1.843077
 6.42,1.37, 1.803859
 6.42,1.38, 1.775285
 6.42,1.39, 1.756901
 6.42,1.40, 1.748633
 6.42,1.41, 1.750527
 6.42,1.42, 1.762751
 6.42,1.43, 1.785031
 6.42,1.44, 1.815214
 6.42,1.45, 1.850840
 6.42,1.46, 1.890100
 6.42,1.47, 1.931740
 6.42,1.48, 1.976089
 6.42,1.49, 2.023821
 6.42,1.50, 2.075401
 6.42,1.51, 2.131185
 6.42,1.52, 2.191318
 6.42,1.53, 2.255890
 6.42,1.54, 2.324991
 6.42,1.55, 2.398710
 6.42,1.56, 2.477138
 6.42,1.57, 2.560216
 6.42,1.58, 2.647285
 6.42,1.59, 2.737538
 6.42,1.60, 2.830166
 6.42,1.61, 2.924400
 6.42,1.62, 3.019623
 6.42,1.63, 3.115255
 6.42,1.64, 3.210717
 6.42,1.65, 3.305659
 6.42,1.66, 3.400650
 6.42,1.67, 3.496487
 6.42,1.68, 3.593970
 6.42,1.69, 3.693658
 6.42,1.70, 3.795164
 6.42,1.71, 3.897863
 6.42,1.72, 4.001128
 6.42,1.73, 4.104439
 6.42,1.74, 4.207694
 6.42,1.75, 4.310894
 6.42,1.76, 4.414042
 6.42,1.77, 4.517140
 6.42,1.78, 4.620189
 6.42,1.79, 4.723193
 6.42,1.80, 4.826152
 6.42,1.81, 4.929070
 6.42,1.82, 5.031947
 6.42,1.83, 5.134787
 6.42,1.84, 5.237592
 6.42,1.85, 5.340362
 6.42,1.86, 5.443102
 6.42,1.87, 5.545812
 6.42,1.88, 5.648495
 6.42,1.89, 5.751152
 6.42,1.90, 5.853787
 6.42,1.91, 5.956401
 6.42,1.92, 6.058996
 6.42,1.93, 6.161574
 6.42,1.94, 6.264137
 6.42,1.95, 6.366688
 6.42,1.96, 6.469228
 6.42,1.97, 6.571760
 6.42,1.98, 6.674286
 6.42,1.99, 6.776808
 6.42,2.00, 6.879327
 6.44,1.00, 5.751509
 6.44,1.01, 5.637700
 6.44,1.02, 5.523898
 6.44,1.03, 5.410110
 6.44,1.04, 5.296342
 6.44,1.05, 5.182601
 6.44,1.06, 5.068895
 6.44,1.07, 4.955229
 6.44,1.08, 4.841611
 6.44,1.09, 4.728048
 6.44,1.10, 4.614546
 6.44,1.11, 4.501112
 6.44,1.12, 4.387753
 6.44,1.13, 4.274476
 6.44,1.14, 4.161287
 6.44,1.15, 4.048194
 6.44,1.16, 3.935203
 6.44,1.17, 3.822321
 6.44,1.18, 3.709556
 6.44,1.19, 3.596913
 6.44,1.20, 3.484399
 6.44,1.21, 3.371822
 6.44,1.22, 3.258185
 6.44,1.23, 3.142531
 6.44,1.24, 3.024850
 6.44,1.25, 2.905367
 6.44,1.26, 2.784286
 6.44,1.27, 2.662058
 6.44,1.28, 2.540128
 6.44,1.29, 2.420390
 6.44,1.30, 2.305518
 6.44,1.31, 2.198306
 6.44,1.32, 2.101233
 6.44,1.33, 2.016235
 6.44,1.34, 1.943391
 6.44,1.35, 1.882334
 6.44,1.36, 1.832768
 6.44,1.37, 1.794370
 6.44,1.38, 1.766645
 6.44,1.39, 1.749125
 6.44,1.40, 1.741607
 6.44,1.41, 1.744013
 6.44,1.42, 1.756472
 6.44,1.43, 1.778728
 6.44,1.44, 1.808772
 6.44,1.45, 1.844267
 6.44,1.46, 1.883320
 6.44,1.47, 1.924577
 6.44,1.48, 1.968402
 6.44,1.49, 2.015545
 6.44,1.50, 2.066598
 6.44,1.51, 2.122027
 6.44,1.52, 2.181967
 6.44,1.53, 2.246471
 6.44,1.54, 2.315592
 6.44,1.55, 2.389381
 6.44,1.56, 2.467891
 6.44,1.57, 2.551029
 6.44,1.58, 2.638113
 6.44,1.59, 2.728318
 6.44,1.60, 2.820815
 6.44,1.61, 2.914822
 6.44,1.62, 3.009732
 6.44,1.63, 3.104980
 6.44,1.64, 3.200003
 6.44,1.65, 3.294470
 6.44,1.66, 3.388984
 6.44,1.67, 3.484381
 6.44,1.68, 3.581499
 6.44,1.69, 3.680917
 6.44,1.70, 3.782200
 6.44,1.71, 3.884658
 6.44,1.72, 3.987598
 6.44,1.73, 4.090448
 6.44,1.74, 4.193098
 6.44,1.75, 4.295555
 6.44,1.76, 4.397827
 6.44,1.77, 4.499921
 6.44,1.78, 4.601845
 6.44,1.79, 4.703606
 6.44,1.80, 4.805211
 6.44,1.81, 4.906668
 6.44,1.82, 5.007985
 6.44,1.83, 5.109168
 6.44,1.84, 5.210225
 6.44,1.85, 5.311164
 6.44,1.86, 5.411991
 6.44,1.87, 5.512715
 6.44,1.88, 5.613343
 6.44,1.89, 5.713881
 6.44,1.90, 5.814338
 6.44,1.91, 5.914721
 6.44,1.92, 6.015038
 6.44,1.93, 6.115295
 6.44,1.94, 6.215500
 6.44,1.95, 6.315661
 6.44,1.96, 6.415785
 6.44,1.97, 6.515879
 6.44,1.98, 6.615951
 6.44,1.99, 6.716008
 6.44,2.00, 6.816058
 6.46,1.00, 5.680227
 6.46,1.01, 5.568600
 6.46,1.02, 5.456979
 6.46,1.03, 5.345373
 6.46,1.04, 5.233788
 6.46,1.05, 5.122232
 6.46,1.06, 5.010713
 6.46,1.07, 4.899237
 6.46,1.08, 4.787811
 6.46,1.09, 4.676443
 6.46,1.10, 4.565140
 6.46,1.11, 4.453909
 6.46,1.12, 4.342758
 6.46,1.13, 4.231693
 6.46,1.14, 4.120722
 6.46,1.15, 4.009853
 6.46,1.16, 3.899091
 6.46,1.17, 3.788445
 6.46,1.18, 3.677922
 6.46,1.19, 3.567529
 6.46,1.20, 3.457274
 6.46,1.21, 3.346959
 6.46,1.22, 3.235571
 6.46,1.23, 3.122129
 6.46,1.24, 3.006597
 6.46,1.25, 2.889141
 6.46,1.26, 2.769793
 6.46,1.27, 2.648844
 6.46,1.28, 2.527754
 6.46,1.29, 2.408485
 6.46,1.30, 2.293850
 6.46,1.31, 2.186778
 6.46,1.32, 2.089815
 6.46,1.33, 2.004959
 6.46,1.34, 1.932413
 6.46,1.35, 1.871899
 6.46,1.36, 1.823033
 6.46,1.37, 1.785385
 6.46,1.38, 1.758435
 6.46,1.39, 1.741691
 6.46,1.40, 1.734851
 6.46,1.41, 1.737729
 6.46,1.42, 1.750404
 6.46,1.43, 1.772619
 6.46,1.44, 1.802512
 6.46,1.45, 1.837877
 6.46,1.46, 1.876737
 6.46,1.47, 1.917631
 6.46,1.48, 1.960943
 6.46,1.49, 2.007489
 6.46,1.50, 2.057984
 6.46,1.51, 2.113008
 6.46,1.52, 2.172695
 6.46,1.53, 2.237071
 6.46,1.54, 2.306159
 6.46,1.55, 2.379984
 6.46,1.56, 2.458570
 6.46,1.57, 2.541796
 6.46,1.58, 2.628963
 6.46,1.59, 2.719226
 6.46,1.60, 2.811742
 6.46,1.61, 2.905711
 6.46,1.62, 3.000518
 6.46,1.63, 3.095592
 6.46,1.64, 3.190362
 6.46,1.65, 3.284497
 6.46,1.66, 3.378629
 6.46,1.67, 3.473626
 6.46,1.68, 3.570361
 6.46,1.69, 3.669434
 6.46,1.70, 3.770376
 6.46,1.71, 3.872447
 6.46,1.72, 3.974908
 6.46,1.73, 4.077146
 6.46,1.74, 4.179047
 6.46,1.75, 4.280626
 6.46,1.76, 4.381893
 6.46,1.77, 4.482861
 6.46,1.78, 4.583543
 6.46,1.79, 4.683952
 6.46,1.80, 4.784098
 6.46,1.81, 4.883997
 6.46,1.82, 4.983658
 6.46,1.83, 5.083095
 6.46,1.84, 5.182321
 6.46,1.85, 5.281348
 6.46,1.86, 5.380188
 6.46,1.87, 5.478854
 6.46,1.88, 5.577358
 6.46,1.89, 5.675712
 6.46,1.90, 5.773930
 6.46,1.91, 5.872023
 6.46,1.92, 5.970004
 6.46,1.93, 6.067886
 6.46,1.94, 6.165681
 6.46,1.95, 6.263400
 6.46,1.96, 6.361058
 6.46,1.97, 6.458666
 6.46,1.98, 6.556236
 6.46,1.99, 6.653782
 6.46,2.00, 6.751315
 6.48,1.00, 5.614354
 6.48,1.01, 5.504592
 6.48,1.02, 5.394840
 6.48,1.03, 5.285105
 6.48,1.04, 5.175395
 6.48,1.05, 5.065721
 6.48,1.06, 4.956091
 6.48,1.07, 4.846513
 6.48,1.08, 4.736996
 6.48,1.09, 4.627548
 6.48,1.10, 4.518179
 6.48,1.11, 4.408898
 6.48,1.12, 4.299713
 6.48,1.13, 4.190632
 6.48,1.14, 4.081664
 6.48,1.15, 3.972819
 6.48,1.16, 3.864105
 6.48,1.17, 3.755530
 6.48,1.18, 3.647104
 6.48,1.19, 3.538834
 6.48,1.20, 3.430731
 6.48,1.21, 3.322595
 6.48,1.22, 3.213396
 6.48,1.23, 3.102130
 6.48,1.24, 2.988730
 6.48,1.25, 2.873301
 6.48,1.26, 2.755704
 6.48,1.27, 2.636071
 6.48,1.28, 2.515875
 6.48,1.29, 2.397148
 6.48,1.30, 2.282818
 6.48,1.31, 2.175924
 6.48,1.32, 2.079061
 6.48,1.33, 1.994286
 6.48,1.34, 1.921950
 6.48,1.35, 1.861898
 6.48,1.36, 1.813664
 6.48,1.37, 1.776700
 6.48,1.38, 1.750454
 6.48,1.39, 1.734409
 6.48,1.40, 1.728189
 6.48,1.41, 1.731522
 6.48,1.42, 1.744422
 6.48,1.43, 1.766611
 6.48,1.44, 1.796372
 6.48,1.45, 1.831634
 6.48,1.46, 1.870335
 6.48,1.47, 1.910908
 6.48,1.48, 1.953745
 6.48,1.49, 1.999716
 6.48,1.50, 2.049655
 6.48,1.51, 2.104248
 6.48,1.52, 2.163635
 6.48,1.53, 2.227821
 6.48,1.54, 2.296810
 6.48,1.55, 2.370604
 6.48,1.56, 2.449207
 6.48,1.57, 2.532481
 6.48,1.58, 2.619714
 6.48,1.59, 2.710052
 6.48,1.60, 2.802643
 6.48,1.61, 2.896674
 6.48,1.62, 2.991504
 6.48,1.63, 3.086536
 6.48,1.64, 3.181169
 6.48,1.65, 3.275056
 6.48,1.66, 3.368843
 6.48,1.67, 3.463430
 6.48,1.68, 3.559714
 6.48,1.69, 3.658314
 6.48,1.70, 3.758743
 6.48,1.71, 3.860230
 6.48,1.72, 3.962009
 6.48,1.73, 4.063444
 6.48,1.74, 4.164419
 6.48,1.75, 4.264954
 6.48,1.76, 4.365063
 6.48,1.77, 4.464765
 6.48,1.78, 4.564076
 6.48,1.79, 4.663014
 6.48,1.80, 4.761594
 6.48,1.81, 4.859835
 6.48,1.82, 4.957753
 6.48,1.83, 5.055365
 6.48,1.84, 5.152689
 6.48,1.85, 5.249741
 6.48,1.86, 5.346538
 6.48,1.87, 5.443097
 6.48,1.88, 5.539435
 6.48,1.89, 5.635569
 6.48,1.90, 5.731517
 6.48,1.91, 5.827295
 6.48,1.92, 5.922920
 6.48,1.93, 6.018409
 6.48,1.94, 6.113779
 6.48,1.95, 6.209047
 6.48,1.96, 6.304230
 6.48,1.97, 6.399345
 6.48,1.98, 6.494409
 6.48,1.99, 6.589440
 6.48,2.00, 6.684453
 6.50,1.00, 5.553996
 6.50,1.01, 5.445831
 6.50,1.02, 5.337677
 6.50,1.03, 5.229544
 6.50,1.04, 5.121444
 6.50,1.05, 5.013387
 6.50,1.06, 4.905385
